Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,46,1,45,1,1-2 Year,0,30855,152,208,0
Male,69,1,17,0,1-2 Year,1,46150,124,55,1
Female,22,1,3,0,< 1 Year,1,23679,152,198,0
Female,32,1,28,0,1-2 Year,1,37991,122,226,0
Male,45,1,8,0,1-2 Year,1,48317,7,298,1
Male,25,1,50,0,< 1 Year,1,35506,26,33,0
Female,49,1,8,0,1-2 Year,1,25857,124,33,0
Female,44,1,15,1,1-2 Year,0,28772,152,228,0
Female,23,1,10,0,< 1 Year,0,24639,151,20,0
Male,38,1,41,0,1-2 Year,1,33801,124,204,0
Male,46,1,28,0,1-2 Year,1,37023,26,102,1
Male,43,1,8,1,1-2 Year,0,33872,26,245,0
Male,27,1,29,0,1-2 Year,1,2630,156,162,0
Female,68,1,41,1,1-2 Year,0,46982,26,107,0
Female,64,1,28,0,> 2 Years,1,64378,25,146,1
Female,44,1,8,0,1-2 Year,0,34655,7,292,0
Male,31,1,41,0,< 1 Year,1,66489,154,41,0
Female,24,1,6,1,< 1 Year,0,28841,152,120,0
Male,24,1,8,1,< 1 Year,0,42712,152,167,0
Male,58,1,41,0,1-2 Year,1,38094,120,12,0
Female,49,1,8,0,1-2 Year,1,46963,26,145,0
Female,23,1,34,1,< 1 Year,1,34697,26,148,0
Male,20,1,21,0,1-2 Year,1,32633,124,212,0
Female,73,1,28,0,1-2 Year,1,59231,26,66,0
Male,21,1,15,1,< 1 Year,0,33196,160,91,0
Male,25,1,41,1,< 1 Year,0,46715,152,161,0
Female,33,1,50,1,1-2 Year,0,28313,18,48,0
Female,24,1,47,0,< 1 Year,1,35046,152,141,0
Female,32,1,28,0,< 1 Year,1,45134,124,281,0
Female,74,1,28,0,1-2 Year,1,27247,29,221,1
Female,24,1,13,0,< 1 Year,1,35146,152,39,0
Male,22,1,50,0,< 1 Year,1,2630,152,222,0
Male,38,1,28,1,1-2 Year,0,30508,26,245,0
Male,29,1,15,1,< 1 Year,0,24060,152,150,0
Male,46,1,15,0,> 2 Years,1,2630,157,15,0
Male,43,1,19,0,1-2 Year,1,23119,124,190,0
Female,24,1,8,0,< 1 Year,1,60175,152,201,0
Male,42,1,28,0,1-2 Year,1,44885,13,134,1
Male,25,1,11,1,< 1 Year,0,31900,152,55,0
Male,33,1,41,1,< 1 Year,0,28754,152,201,0
Female,70,1,32,0,1-2 Year,1,26295,124,77,0
Female,74,1,7,0,1-2 Year,1,2630,163,148,0
Female,41,1,28,0,1-2 Year,1,51236,122,34,0
Female,64,1,41,1,1-2 Year,0,2630,124,84,0
Female,36,1,28,0,1-2 Year,0,32819,124,242,0
Female,45,1,28,0,1-2 Year,1,42398,26,24,0
Male,25,1,28,0,< 1 Year,1,38460,151,88,0
Female,29,1,36,0,< 1 Year,1,43706,152,292,0
Female,68,1,28,1,1-2 Year,0,37925,124,155,0
Female,43,1,7,0,1-2 Year,1,32411,124,268,0
Male,46,1,47,0,1-2 Year,1,2630,26,229,0
Female,41,1,20,0,1-2 Year,1,2630,13,102,0
Female,47,1,28,0,1-2 Year,1,50322,154,288,0
Male,24,1,47,0,< 1 Year,0,41519,151,112,0
Female,39,1,28,0,1-2 Year,1,33817,26,232,1
Male,71,1,28,0,1-2 Year,0,22544,26,137,0
Male,26,1,30,0,< 1 Year,1,40305,152,222,0
Female,79,1,28,0,1-2 Year,1,40479,13,171,0
Female,26,1,13,1,< 1 Year,0,36985,152,197,0
Male,24,1,12,1,< 1 Year,0,34334,152,78,0
Male,43,1,33,0,1-2 Year,1,32044,26,22,0
Female,22,1,3,0,< 1 Year,1,24661,152,242,0
Female,25,1,28,0,< 1 Year,0,44722,152,240,0
Male,21,1,7,0,< 1 Year,1,45162,160,127,0
Female,23,1,41,1,< 1 Year,0,35583,152,103,0
Female,73,1,28,0,1-2 Year,1,62245,26,268,0
Male,21,1,8,0,< 1 Year,1,32559,152,98,0
Female,23,1,50,1,< 1 Year,0,31714,152,126,0
Male,22,1,41,1,< 1 Year,0,16203,152,134,0
Female,20,1,49,0,< 1 Year,0,2630,160,185,0
Male,55,1,36,1,1-2 Year,0,48895,124,111,0
Male,64,1,8,0,1-2 Year,1,30009,124,63,0
Female,36,1,28,0,1-2 Year,0,33845,29,177,0
Male,60,1,28,0,1-2 Year,1,42839,52,194,0
Male,29,1,8,1,< 1 Year,0,26412,160,64,0
Female,43,1,28,0,1-2 Year,1,34940,124,125,1
Female,44,1,28,0,1-2 Year,1,36182,122,171,0
Male,25,1,3,1,< 1 Year,0,22875,152,271,0
Female,28,1,41,1,< 1 Year,0,18572,160,279,0
Male,39,1,37,1,1-2 Year,1,2630,157,206,0
Female,21,1,43,0,< 1 Year,1,54782,160,262,0
Female,42,1,28,0,1-2 Year,1,32488,124,199,0
Male,25,1,36,0,< 1 Year,1,43781,163,105,1
Male,25,1,28,0,< 1 Year,1,67888,152,236,0
Female,44,1,28,1,1-2 Year,0,27124,124,234,0
Male,40,1,28,0,1-2 Year,1,45284,124,224,1
Male,22,1,39,1,< 1 Year,0,38713,152,37,0
Male,25,1,15,1,< 1 Year,0,48742,152,266,0
Female,25,1,36,0,< 1 Year,1,28334,152,80,0
Male,62,1,28,0,> 2 Years,1,55744,26,261,0
Female,23,1,46,1,< 1 Year,0,26622,152,108,0
Female,23,1,33,0,< 1 Year,0,2630,1,89,0
Male,22,1,11,1,< 1 Year,0,36088,152,172,0
Female,76,1,46,0,1-2 Year,1,2630,156,159,0
Male,53,1,28,0,1-2 Year,1,29686,26,31,1
Male,38,1,46,1,1-2 Year,1,27676,124,245,0
Female,66,1,28,1,1-2 Year,1,44212,124,265,0
Male,48,1,8,0,1-2 Year,1,2630,7,230,0
Male,53,1,28,0,1-2 Year,1,37444,26,195,0
Female,23,1,2,0,< 1 Year,1,21721,26,136,0
Female,21,1,46,0,< 1 Year,1,32644,160,214,0
Male,62,1,45,1,1-2 Year,0,24279,107,280,0
Male,44,1,28,1,1-2 Year,0,29434,37,80,0
Female,29,1,30,1,< 1 Year,0,26400,152,119,0
Male,37,1,15,0,1-2 Year,1,21394,124,265,1
Male,56,1,28,0,> 2 Years,1,33667,26,289,1
Female,54,1,28,1,1-2 Year,0,37347,26,101,0
Female,25,1,46,1,< 1 Year,0,40071,160,222,0
Female,20,1,30,1,< 1 Year,0,28896,160,223,0
Male,26,1,37,0,< 1 Year,1,30108,152,21,0
Male,24,1,33,0,< 1 Year,1,34158,152,12,0
Male,43,1,43,0,1-2 Year,1,27518,124,171,1
Male,47,1,28,0,> 2 Years,1,2630,26,130,1
Female,47,1,48,0,1-2 Year,1,2630,15,216,0
Male,48,1,28,0,1-2 Year,1,38960,124,88,0
Female,23,1,37,0,< 1 Year,1,29681,160,87,0
Male,33,1,28,0,< 1 Year,1,35186,122,51,0
Female,44,1,28,0,> 2 Years,1,36279,26,261,1
Male,58,1,28,1,1-2 Year,1,47181,26,292,0
Male,24,1,29,1,< 1 Year,0,33624,152,177,0
Male,23,1,36,0,< 1 Year,1,34053,151,17,0
Male,42,1,18,0,1-2 Year,1,31042,31,285,0
Male,74,1,28,0,1-2 Year,1,64872,122,182,0
Female,53,1,3,0,1-2 Year,1,34916,124,147,0
Male,42,1,11,0,1-2 Year,1,60355,26,40,1
Male,53,1,28,1,1-2 Year,0,27217,26,23,0
Female,53,1,45,0,1-2 Year,1,32033,26,220,1
Male,25,1,2,0,< 1 Year,0,31631,152,49,0
Male,27,1,9,0,< 1 Year,1,2630,160,99,0
Male,51,1,48,0,1-2 Year,1,2630,26,62,0
Male,45,1,37,0,1-2 Year,1,23725,124,111,0
Male,26,1,8,1,< 1 Year,0,73007,152,90,0
Female,73,1,28,1,1-2 Year,0,37241,124,217,0
Male,36,1,28,1,1-2 Year,1,2630,156,195,0
Male,29,1,29,0,1-2 Year,0,28862,124,294,0
Female,51,1,46,0,1-2 Year,1,34387,26,223,0
Male,36,1,28,0,1-2 Year,1,2630,55,294,0
Female,42,1,28,1,1-2 Year,0,29396,23,44,0
Male,30,1,30,0,< 1 Year,1,2630,156,165,0
Female,47,1,22,0,1-2 Year,1,2630,163,138,1
Male,25,1,29,1,< 1 Year,0,32473,152,251,0
Male,64,1,8,0,1-2 Year,1,29448,124,295,0
Male,48,1,15,0,1-2 Year,1,2630,157,219,0
Female,71,1,28,0,1-2 Year,1,42665,152,227,0
Female,51,1,28,0,1-2 Year,1,31738,26,153,0
Female,70,1,46,1,1-2 Year,0,30694,124,56,0
Female,24,1,41,1,< 1 Year,0,23017,152,55,0
Male,45,1,28,0,1-2 Year,1,39915,125,134,0
Female,43,1,28,0,1-2 Year,1,44189,52,118,0
Male,21,1,13,0,< 1 Year,1,19618,152,128,1
Female,44,1,28,0,1-2 Year,1,70905,26,64,1
Male,43,1,28,0,1-2 Year,1,49017,26,232,0
Female,55,1,37,0,> 2 Years,1,34350,26,176,0
Male,50,1,11,0,1-2 Year,1,30718,120,111,0
Male,21,1,8,1,< 1 Year,0,32978,160,93,0
Male,29,1,28,1,< 1 Year,0,29254,152,223,0
Male,39,1,38,1,1-2 Year,0,29063,124,126,0
Female,34,1,18,0,1-2 Year,1,27036,124,82,0
Male,74,1,29,1,1-2 Year,0,51429,135,59,0
Female,43,1,8,1,1-2 Year,0,29369,124,79,0
Male,56,1,28,0,1-2 Year,1,41436,61,288,0
Male,53,1,8,0,1-2 Year,1,33474,124,297,0
Female,55,1,46,0,1-2 Year,1,67237,11,61,0
Female,23,1,46,1,< 1 Year,0,27913,152,250,0
Female,20,1,46,1,< 1 Year,1,2630,160,37,0
Male,42,1,8,0,1-2 Year,0,31960,124,140,0
Male,22,1,29,1,< 1 Year,0,35381,152,147,0
Female,22,1,29,1,< 1 Year,0,32474,152,152,0
Female,79,1,28,0,1-2 Year,1,2630,156,223,0
Male,66,1,28,0,1-2 Year,1,41196,124,91,1
Male,74,1,28,0,> 2 Years,1,51564,13,66,0
Male,25,1,28,0,1-2 Year,1,41976,156,19,0
Male,28,1,35,1,< 1 Year,0,45997,152,135,0
Female,43,1,28,0,> 2 Years,1,27356,150,133,1
Female,29,1,30,1,< 1 Year,0,29633,152,10,0
Female,35,1,36,0,1-2 Year,1,2630,124,49,1
Male,53,1,41,0,1-2 Year,1,2630,156,177,1
Male,22,1,9,1,< 1 Year,0,2630,26,234,0
Male,40,1,36,0,1-2 Year,1,2630,124,146,1
Male,46,1,14,0,1-2 Year,1,24850,26,260,0
Male,23,1,39,1,< 1 Year,0,52481,152,265,0
Female,44,1,28,0,1-2 Year,1,35924,124,292,0
Female,22,1,12,1,< 1 Year,0,47329,152,176,0
Male,48,1,28,0,1-2 Year,1,35611,26,62,0
Male,71,1,8,1,1-2 Year,0,55878,26,153,0
Female,23,1,30,1,< 1 Year,0,26268,152,87,0
Male,25,1,46,0,< 1 Year,1,2630,160,210,0
Male,24,1,8,1,< 1 Year,0,47975,152,136,0
Male,37,1,29,0,1-2 Year,1,2630,156,141,0
Male,31,1,3,1,< 1 Year,0,20808,152,231,0
Male,75,1,8,0,1-2 Year,1,45488,124,158,0
Male,34,1,3,1,1-2 Year,0,22748,152,12,0
Male,58,1,39,1,1-2 Year,0,2630,124,163,0
Female,32,1,46,0,< 1 Year,1,23846,124,126,1
Male,29,1,26,0,< 1 Year,1,26344,152,181,0
Male,41,1,28,1,1-2 Year,0,40426,31,42,0
Male,25,1,37,1,< 1 Year,0,34371,152,20,0
Female,25,1,8,1,< 1 Year,0,33399,152,145,0
Male,52,1,28,0,1-2 Year,1,25542,26,130,0
Male,23,1,37,0,< 1 Year,0,34295,152,40,0
Male,21,1,8,0,< 1 Year,1,2630,152,250,0
Male,43,1,8,0,> 2 Years,1,55911,26,297,1
Male,57,1,26,0,1-2 Year,1,31264,22,238,0
Male,44,1,30,0,1-2 Year,1,41176,124,275,0
Male,34,1,2,0,1-2 Year,1,2630,156,29,0
Male,24,1,39,1,< 1 Year,0,61618,152,272,0
Female,59,1,3,1,1-2 Year,0,26738,26,270,0
Male,49,1,25,0,1-2 Year,1,28863,124,188,0
Male,23,1,28,0,< 1 Year,1,45473,156,220,1
Female,20,1,17,1,< 1 Year,0,33321,160,273,0
Male,57,1,29,0,1-2 Year,1,37311,26,84,0
Male,24,1,8,0,< 1 Year,0,55904,152,231,0
Female,23,1,47,0,< 1 Year,0,57982,26,29,0
Female,27,1,21,1,< 1 Year,0,33517,152,285,0
Female,31,1,8,0,< 1 Year,1,2630,160,99,0
Female,23,1,46,1,< 1 Year,0,19984,26,275,0
Female,40,1,23,0,1-2 Year,1,31337,13,284,0
Male,64,1,28,0,1-2 Year,0,2630,157,189,0
Female,25,1,24,1,< 1 Year,0,34194,152,221,0
Female,63,1,8,0,1-2 Year,1,2630,152,185,0
Male,43,1,15,0,1-2 Year,1,32634,124,119,1
Female,28,1,28,1,< 1 Year,0,51498,152,266,0
Male,39,1,13,0,1-2 Year,1,2630,156,134,0
Female,38,1,28,1,1-2 Year,0,32804,26,247,0
Male,70,1,20,1,1-2 Year,0,2630,124,298,0
Male,56,1,28,0,1-2 Year,1,39502,156,180,0
Male,69,1,28,0,> 2 Years,1,40577,26,71,0
Male,42,1,28,0,1-2 Year,0,51217,26,284,0
Female,22,1,36,0,< 1 Year,0,35127,152,200,0
Female,39,1,28,0,1-2 Year,1,67831,152,22,1
Female,26,1,33,1,< 1 Year,0,31382,152,27,0
Male,25,1,11,0,1-2 Year,1,25116,26,270,0
Female,45,1,46,0,1-2 Year,1,33384,124,62,0
Female,26,1,18,1,< 1 Year,0,25820,152,154,0
Female,20,1,15,0,< 1 Year,1,39685,160,151,0
Female,26,1,35,0,< 1 Year,1,2630,26,146,0
Male,52,1,28,0,> 2 Years,1,2630,154,14,0
Male,23,1,8,0,1-2 Year,1,2630,124,196,1
Female,21,1,50,1,< 1 Year,0,44637,152,298,0
Male,47,1,15,1,1-2 Year,0,34665,152,262,0
Male,43,1,28,0,1-2 Year,1,43998,124,204,1
Male,26,1,28,1,< 1 Year,1,26872,154,260,0
Female,48,1,28,0,1-2 Year,1,56809,26,81,1
Male,36,1,39,0,1-2 Year,1,32182,124,220,0
Male,43,1,28,0,1-2 Year,0,29600,122,267,0
Male,56,1,28,0,1-2 Year,1,40639,26,214,1
Male,22,1,44,1,< 1 Year,0,2630,152,224,0
Male,55,1,28,0,1-2 Year,1,33747,26,297,1
Male,58,1,28,0,1-2 Year,1,29623,124,270,0
Male,30,1,28,0,< 1 Year,1,27316,152,192,0
Male,26,1,35,1,< 1 Year,0,38316,152,280,0
Female,23,1,46,1,< 1 Year,0,22166,26,291,0
Female,23,1,47,1,< 1 Year,0,16322,26,111,0
Male,62,1,8,0,1-2 Year,1,2630,124,157,0
Male,37,1,41,0,1-2 Year,1,21675,26,179,0
Male,31,1,15,0,< 1 Year,1,37432,26,274,1
Male,53,1,8,0,1-2 Year,1,29068,30,155,0
Male,37,1,24,1,1-2 Year,0,38891,154,12,0
Female,29,1,41,1,1-2 Year,0,40354,136,232,0
Female,45,1,28,0,1-2 Year,1,39944,122,294,0
Female,48,1,37,1,1-2 Year,0,2630,160,108,0
Male,62,1,14,0,1-2 Year,1,27438,26,139,0
Male,24,1,24,1,< 1 Year,0,2630,152,146,0
Female,35,1,21,0,1-2 Year,0,32063,124,65,0
Male,45,1,28,1,1-2 Year,0,133098,26,124,0
Male,49,1,28,0,1-2 Year,0,28055,26,36,0
Male,21,1,3,1,< 1 Year,1,21641,160,178,1
Male,22,1,34,1,< 1 Year,1,26297,152,18,0
Male,44,1,10,0,1-2 Year,1,26601,160,188,0
Female,57,1,28,1,1-2 Year,0,34047,26,22,0
Male,77,1,8,0,1-2 Year,0,2630,26,146,0
Male,34,1,28,0,1-2 Year,1,31412,124,30,0
Male,42,1,28,1,1-2 Year,0,2630,124,200,0
Male,68,1,41,0,1-2 Year,1,34110,12,242,0
Female,24,1,39,1,< 1 Year,0,67473,152,110,0
Male,31,1,46,0,< 1 Year,1,21137,156,251,0
Male,50,1,28,1,1-2 Year,0,42656,62,78,0
Male,71,1,43,0,1-2 Year,1,2630,26,144,0
Female,58,1,8,0,1-2 Year,0,36687,124,167,0
Male,22,1,14,1,< 1 Year,0,30457,152,163,0
Male,27,1,29,1,< 1 Year,0,26602,152,106,0
Female,21,1,30,1,< 1 Year,0,32579,160,121,0
Male,43,1,8,0,1-2 Year,1,43338,124,87,0
Female,22,1,32,1,< 1 Year,0,32398,152,48,0
Male,24,1,28,1,< 1 Year,0,49557,152,204,0
Female,41,1,28,0,1-2 Year,1,34454,163,177,0
Female,25,1,30,1,< 1 Year,0,24783,152,84,0
Male,27,1,36,0,< 1 Year,0,36219,152,104,0
Male,43,1,29,1,1-2 Year,0,29098,26,280,0
Male,43,1,1,0,1-2 Year,1,2630,9,47,0
Male,53,1,15,0,1-2 Year,1,24474,8,189,0
Male,20,1,24,0,< 1 Year,1,28131,160,42,0
Male,62,1,39,1,1-2 Year,0,36965,124,93,0
Female,63,1,17,0,1-2 Year,1,26856,26,296,0
Female,26,1,37,1,< 1 Year,0,18888,152,196,0
Male,72,1,8,1,1-2 Year,0,39959,26,49,0
Female,50,1,28,0,> 2 Years,1,20082,26,15,1
Male,28,1,28,0,< 1 Year,0,43767,152,119,0
Female,49,1,35,1,1-2 Year,0,32234,26,266,0
Male,34,1,28,0,1-2 Year,0,22993,122,110,0
Male,46,1,28,0,> 2 Years,1,54271,26,287,0
Female,23,1,29,1,< 1 Year,0,21512,152,114,0
Female,74,1,23,0,1-2 Year,1,28392,124,185,0
Female,33,1,47,0,< 1 Year,1,2630,156,110,0
Male,23,1,6,1,< 1 Year,0,18950,152,173,0
Male,28,1,29,0,< 1 Year,1,34245,152,229,0
Female,53,1,33,1,1-2 Year,0,2630,138,268,0
Female,51,1,48,0,1-2 Year,1,2630,26,42,0
Male,25,1,32,0,< 1 Year,0,2630,152,268,0
Male,40,1,8,1,1-2 Year,0,2630,156,267,0
Female,26,1,30,1,< 1 Year,0,21813,152,68,0
Male,28,1,36,1,< 1 Year,0,2630,152,47,0
Male,37,1,28,0,1-2 Year,1,29130,122,213,0
Female,22,1,25,1,< 1 Year,0,26028,152,78,0
Male,48,1,28,1,1-2 Year,0,50030,31,209,0
Male,21,1,45,1,< 1 Year,0,25093,152,21,0
Female,39,1,18,0,1-2 Year,0,30576,156,298,0
Male,61,1,36,0,1-2 Year,1,33829,26,73,0
Female,57,1,23,1,1-2 Year,0,19996,124,196,0
Male,23,1,28,1,< 1 Year,0,32304,152,124,0
Male,30,1,28,0,< 1 Year,1,45969,13,88,1
Male,52,1,33,0,1-2 Year,1,29634,26,56,0
Male,46,1,46,1,1-2 Year,1,30441,11,22,0
Male,26,1,33,1,< 1 Year,0,22857,152,161,0
Female,63,1,39,1,1-2 Year,0,2630,26,247,0
Male,22,1,26,1,< 1 Year,0,30869,152,288,0
Female,46,1,28,1,1-2 Year,0,27433,124,274,0
Female,23,1,45,1,< 1 Year,0,2630,152,143,0
Male,22,1,34,1,1-2 Year,1,34867,124,42,0
Male,33,1,28,0,< 1 Year,1,2630,156,91,1
Female,21,1,3,1,< 1 Year,0,33727,160,187,0
Male,39,1,28,0,1-2 Year,1,42893,52,47,1
Female,24,1,28,0,< 1 Year,1,46014,124,169,1
Female,24,1,46,1,< 1 Year,0,2630,152,47,0
Male,25,1,28,1,< 1 Year,0,38644,152,25,0
Male,23,1,28,1,< 1 Year,0,69856,152,298,0
Female,25,1,28,1,< 1 Year,0,28958,153,122,0
Female,43,1,28,0,1-2 Year,1,40088,124,140,0
Female,21,1,13,1,< 1 Year,0,17895,160,35,0
Female,24,1,30,1,< 1 Year,0,28510,152,44,0
Male,59,1,5,1,1-2 Year,0,2630,122,215,0
Female,26,1,41,1,< 1 Year,0,27463,152,117,0
Male,69,1,28,0,> 2 Years,1,2630,26,79,1
Female,48,1,8,1,1-2 Year,0,33720,152,143,0
Male,40,1,30,0,1-2 Year,1,26817,152,81,1
Male,48,1,4,0,> 2 Years,1,22944,131,59,0
Male,24,1,28,1,< 1 Year,0,2630,153,14,0
Male,50,1,28,0,1-2 Year,1,26488,26,259,0
Male,47,1,33,0,1-2 Year,1,32007,26,168,0
Male,28,1,50,0,< 1 Year,1,28805,152,73,0
Female,23,1,46,1,< 1 Year,0,37677,160,104,0
Female,24,1,2,0,< 1 Year,0,32803,152,191,0
Male,57,1,28,0,1-2 Year,1,37410,124,91,0
Female,48,1,47,0,1-2 Year,1,29797,125,202,0
Female,27,1,8,0,< 1 Year,1,39837,124,35,1
Male,79,1,28,0,1-2 Year,1,103026,26,247,0
Male,49,1,33,1,1-2 Year,0,2630,160,108,0
Male,60,1,28,0,1-2 Year,1,27809,124,180,0
Female,31,1,41,0,1-2 Year,1,38958,124,117,1
Female,21,1,29,1,< 1 Year,0,44722,160,177,0
Female,20,1,40,0,1-2 Year,1,2630,158,121,0
Male,63,1,37,0,> 2 Years,1,2630,157,287,0
Male,43,1,28,0,1-2 Year,1,61042,3,265,1
Male,58,1,28,0,1-2 Year,1,87831,26,93,0
Male,47,1,28,0,1-2 Year,1,26837,124,82,1
Female,30,1,18,0,1-2 Year,1,27724,124,32,0
Female,23,1,28,0,< 1 Year,1,25450,152,46,0
Female,39,1,41,1,1-2 Year,0,25453,152,208,0
Male,45,1,28,0,1-2 Year,1,50119,26,52,0
Male,49,1,28,1,1-2 Year,0,2630,122,109,0
Female,21,1,46,0,< 1 Year,0,26448,152,238,0
Female,36,1,28,0,1-2 Year,1,59243,26,147,0
Female,47,1,28,0,1-2 Year,1,29114,124,35,1
Female,22,1,15,1,< 1 Year,0,40877,152,195,0
Male,24,1,29,1,< 1 Year,1,36615,26,219,0
Female,24,1,41,1,< 1 Year,0,33676,152,239,0
Male,44,1,8,1,1-2 Year,0,44893,26,195,0
Female,39,1,48,0,1-2 Year,0,2630,157,27,0
Female,31,1,30,1,< 1 Year,0,28920,152,55,0
Male,25,1,28,0,< 1 Year,0,43065,152,32,0
Female,47,1,28,0,> 2 Years,1,49614,26,63,0
Female,30,1,30,1,< 1 Year,0,29659,152,130,0
Male,24,1,17,1,< 1 Year,0,28839,152,287,0
Female,25,1,30,1,< 1 Year,0,46419,152,43,0
Female,77,1,8,1,1-2 Year,0,63452,7,185,0
Male,26,1,28,1,< 1 Year,0,49803,152,83,0
Female,25,1,36,1,< 1 Year,0,30756,152,255,0
Male,23,1,8,0,< 1 Year,1,32270,152,220,0
Male,47,1,19,0,1-2 Year,1,34905,157,243,1
Male,21,1,3,1,< 1 Year,0,22414,160,137,0
Female,43,1,29,0,1-2 Year,0,2630,135,256,0
Male,37,1,50,1,1-2 Year,0,27812,124,116,0
Male,21,1,29,0,1-2 Year,1,40940,124,240,1
Female,39,1,14,1,1-2 Year,0,40861,26,31,0
Female,37,1,1,1,1-2 Year,0,2630,124,70,0
Male,28,1,28,1,< 1 Year,0,2630,160,162,0
Female,36,1,28,0,1-2 Year,0,76536,124,192,0
Female,67,1,28,0,> 2 Years,1,37615,122,95,0
Female,79,1,28,0,1-2 Year,1,37330,124,16,0
Male,22,1,10,1,< 1 Year,1,2630,160,140,0
Male,67,1,13,1,1-2 Year,0,35236,124,12,0
Male,31,1,28,0,1-2 Year,1,2630,157,134,0
Female,23,1,45,1,< 1 Year,0,26489,152,61,0
Male,71,1,3,0,1-2 Year,1,34822,129,280,0
Male,36,1,15,1,1-2 Year,0,2630,124,87,0
Male,20,1,46,1,< 1 Year,0,35778,160,249,0
Female,22,1,24,0,< 1 Year,1,33138,152,83,0
Female,29,1,46,1,< 1 Year,0,41214,152,244,0
Male,42,1,28,1,1-2 Year,1,49727,26,77,0
Female,45,1,33,0,1-2 Year,1,21369,150,197,1
Male,24,1,15,1,< 1 Year,0,30504,152,294,0
Male,32,1,30,0,< 1 Year,1,2630,124,181,0
Male,21,1,32,0,< 1 Year,1,25442,152,205,0
Male,46,1,28,0,1-2 Year,1,50227,26,162,1
Male,42,1,28,0,1-2 Year,1,47091,26,20,0
Male,44,1,28,0,1-2 Year,1,29527,124,252,0
Male,25,1,46,1,< 1 Year,0,20154,152,31,0
Female,25,1,46,1,< 1 Year,0,32354,152,233,0
Male,32,1,47,0,1-2 Year,0,2630,157,195,1
Female,23,1,29,1,< 1 Year,0,36033,152,171,0
Female,33,1,30,1,< 1 Year,0,2630,152,72,0
Female,26,1,46,1,< 1 Year,0,21285,152,91,0
Female,74,1,15,1,1-2 Year,0,52592,124,44,0
Male,68,1,8,1,1-2 Year,0,52240,26,159,0
Male,21,1,31,0,< 1 Year,1,2630,152,164,0
Female,21,1,3,1,< 1 Year,1,24803,160,254,0
Female,22,1,30,1,< 1 Year,0,30422,152,84,0
Male,42,1,41,0,1-2 Year,1,37549,26,26,0
Female,70,1,39,0,1-2 Year,1,44317,26,266,0
Male,43,1,46,0,1-2 Year,1,31606,26,96,0
Female,23,1,45,1,< 1 Year,0,21570,152,85,0
Male,55,1,28,0,1-2 Year,1,36017,55,231,0
Female,43,1,28,0,1-2 Year,1,40218,124,161,1
Female,37,1,35,1,1-2 Year,0,35195,152,93,0
Male,25,1,2,1,< 1 Year,0,27139,152,21,0
Male,64,1,28,1,1-2 Year,1,44944,26,232,0
Male,23,1,46,1,< 1 Year,0,25616,152,101,0
Female,44,1,48,0,1-2 Year,1,2630,15,110,0
Male,45,1,11,0,1-2 Year,1,2630,124,58,0
Male,24,1,41,1,< 1 Year,0,30897,152,160,0
Female,36,1,21,1,1-2 Year,1,32527,26,142,0
Male,41,1,28,1,1-2 Year,0,49610,124,264,0
Male,49,1,41,0,> 2 Years,1,36072,26,19,0
Male,30,1,28,0,< 1 Year,1,43072,124,143,0
Male,34,1,47,1,1-2 Year,0,46130,152,16,0
Male,42,1,8,1,1-2 Year,0,2630,124,66,0
Female,59,1,15,1,1-2 Year,0,2630,14,209,0
Male,50,1,28,0,> 2 Years,1,50066,26,297,0
Male,23,1,30,1,< 1 Year,0,26901,152,46,0
Male,64,1,28,0,1-2 Year,1,60504,31,86,1
Male,60,1,18,0,1-2 Year,1,37196,124,172,0
Male,41,1,28,0,1-2 Year,1,57781,122,61,0
Male,38,1,28,0,1-2 Year,1,35477,55,56,1
Female,24,1,6,0,< 1 Year,1,28381,152,87,0
Female,65,1,28,1,1-2 Year,0,38444,26,286,0
Female,34,1,36,0,1-2 Year,1,2630,154,262,0
Female,25,1,12,1,< 1 Year,0,27601,26,174,0
Male,25,1,15,1,< 1 Year,0,36446,152,235,0
Female,32,1,3,1,< 1 Year,0,27668,152,219,0
Male,52,1,28,0,1-2 Year,1,60558,26,268,1
Female,25,1,28,0,1-2 Year,1,2630,124,110,0
Male,40,1,6,0,1-2 Year,1,40218,157,120,0
Male,36,1,8,0,> 2 Years,1,40278,124,62,0
Male,44,1,10,0,1-2 Year,1,27438,124,208,1
Male,58,1,28,0,1-2 Year,1,50889,26,105,0
Male,31,1,28,1,1-2 Year,0,36457,124,75,0
Male,63,1,2,1,1-2 Year,0,30791,26,40,0
Female,35,1,38,0,1-2 Year,1,29806,122,143,0
Female,69,1,50,0,1-2 Year,1,2630,8,166,0
Male,46,1,36,0,1-2 Year,1,27820,124,46,0
Male,35,1,43,0,1-2 Year,1,30581,124,172,1
Female,21,1,32,1,< 1 Year,0,33133,152,144,0
Female,66,1,39,0,1-2 Year,1,51310,124,47,0
Male,69,1,28,1,1-2 Year,0,42879,124,164,0
Male,43,1,46,1,1-2 Year,0,27363,124,176,0
Female,23,1,41,0,< 1 Year,1,23843,160,170,0
Female,25,1,8,0,< 1 Year,1,38133,152,287,0
Male,44,1,29,1,1-2 Year,1,34534,163,33,0
Male,26,1,36,1,< 1 Year,0,18845,152,72,0
Female,24,1,42,0,< 1 Year,1,29032,152,229,0
